date,side,code,name,price,shares,gross,cost,cash_after,reason,entry_date,entry_price,realized_return_pct,signal_date
2026-06-08,BUY,002138.SZ,顺络电子,54.0,2080.656332,112355.4419,168.5332,182100.3021,top_score,,,,2026-06-05
2026-06-09,SELL,002281.SZ,光迅科技,212.68,520.505338,110701.0753,166.0516,292635.3258,below_ma20,2026-05-20,229.01,-7.1307,2026-06-08
2026-06-09,SELL,600378.SH,昊华科技,50.6,2469.350372,124949.1288,187.4237,417397.0309,risk_flag,2026-06-08,45.5,11.2088,2026-06-08
2026-06-09,BUY,688519.SH,南亚新材,264.0,462.236368,122030.4011,183.0456,295183.5842,top_score,,,,2026-06-08
2026-06-10,SELL,002409.SZ,雅克科技,107.95,618.97678,66818.5434,100.2278,361901.8997,rank_decay,2026-05-26,125.54,-14.0115,2026-06-09
2026-06-10,BUY,600105.SH,永鼎股份,55.7,2182.40943,121560.2053,182.3403,240159.3541,top_score,,,,2026-06-09
2026-06-10,BUY,301205.SZ,联特科技,350.06,347.255343,121560.2053,182.3403,118416.8086,top_score,,,,2026-06-09
2026-06-10,BUY,603773.SH,沃格光电,145.08,814.994826,118239.4494,177.3592,0.0,top_score,,,,2026-06-09
2026-06-11,SELL,603773.SH,沃格光电,150.01,814.994826,122257.3739,183.3861,122073.9878,risk_flag,2026-06-10,145.08,3.3981,2026-06-10
2026-06-11,BUY,300666.SZ,江丰电子,255.13,468.468241,119520.3024,179.2805,2374.405,top_score,,,,2026-06-10
2026-06-11,BUY,600869.SH,远东股份,31.18,76.037484,2370.8487,3.5563,0.0,top_score,,,,2026-06-10
2026-06-15,SELL,300620.SZ,光库科技,292.5,400.823534,117240.8837,175.8613,117065.0223,below_ma20,2026-06-01,275.99,5.9821,2026-06-12
2026-06-15,BUY,688772.SH,珠海冠宇,18.85,6201.044446,116889.6878,175.3345,0.0,top_score,,,,2026-06-12
2026-06-17,SELL,301511.SZ,德福科技,166.0,1397.222231,231938.8904,347.9083,231590.9821,max_hold,2026-04-30,69.9,137.4821,2026-06-16
2026-06-17,BUY,688498.SH,源杰科技,1561.03,84.901679,132534.0675,198.8011,98858.1135,top_score,,,,2026-06-16
2026-06-18,SELL,600105.SH,永鼎股份,61.83,2182.40943,134938.3751,202.4076,233594.081,risk_flag,2026-06-10,55.7,11.0054,2026-06-17
2026-06-18,BUY,002281.SZ,光迅科技,241.99,555.610856,134452.2709,201.6784,98940.1317,top_score,,,,2026-06-17
