trade_date,code,name,day_chg_pct,day_amount_yi,market_cap_yi,next_trade_date,next_day_chg_pct
2026-03-11,000703,恒逸石化,7.8151,9.8753,433.3954,2026-03-12,-2.7280
2026-03-11,000967,盈峰环境,7.8409,11.2162,270.7737,2026-03-12,-2.0021
2026-03-11,300014,亿纬锂能,7.9232,85.2557,1306.6971,2026-03-12,1.6478
2026-03-11,600389,江山股份,8.1590,6.3901,124.1995,2026-03-12,2.8369
2026-03-11,601868,中国能建,9.8726,65.2918,1217.3820,2026-03-12,10.1449
2026-03-11,600409,三友化工,9.9520,7.3918,143.6787,2026-03-12,-2.0720
2026-03-11,000062,深圳华强,9.9916,9.4957,263.5691,2026-03-12,-1.2214
2026-03-11,000833,粤桂股份,9.9920,14.5113,207.0174,2026-03-12,0.1817
2026-03-11,603629,利通电子,9.9983,32.6255,167.2552,2026-03-12,1.6944
2026-03-11,002831,裕同科技,10.0129,5.4860,295.7610,2026-03-12,0.2642
2026-03-11,002782,可立克,10.0153,6.5978,105.3428,2026-03-12,-6.2196
2026-03-11,600989,宝丰能源,10.0173,69.9262,2130.3411,2026-03-12,5.9027
2026-03-11,600172,黄河旋风,10.0198,28.9562,113.4999,2026-03-12,-1.8034
2026-03-11,600873,梅花生物,10.0262,15.0480,322.7682,2026-03-12,0.6339
2026-03-11,688001,华兴源创,10.8326,600.2430,135.9694,2026-03-12,-3.4348
2026-03-11,301291,明阳电气,12.0006,21.5147,157.9732,2026-03-12,1.8195
2026-03-11,301150,中一科技,14.3333,19.2642,129.1880,2026-03-12,-4.2821
2026-03-12,601225,陕西煤业,5.0354,21.8153,2483.8590,2026-03-13,-1.7228
2026-03-12,600330,天通股份,5.0356,46.0419,190.6890,2026-03-13,-3.9604
2026-03-12,603026,石大胜华,5.0501,14.2191,203.0782,2026-03-13,2.3125
2026-03-12,002019,亿帆医药,5.2632,8.0396,155.3330,2026-03-13,1.7606
2026-03-12,601026,道生天合,5.3478,4.5059,125.8795,2026-03-13,0.6289
2026-03-12,600578,京能电力,5.5556,7.5143,342.7646,2026-03-13,-3.9049
2026-03-12,601600,中国铝业,5.7307,75.4852,1950.5202,2026-03-13,-4.6070
2026-03-12,000422,湖北宜化,5.7671,29.3215,179.9963,2026-03-13,-0.3086
2026-03-12,002366,融发核电,5.8896,23.7299,154.8218,2026-03-13,2.8969
2026-03-12,600989,宝丰能源,5.9027,84.9889,2130.3411,2026-03-13,2.8758
2026-03-12,601699,潞安环能,5.9876,12.8862,413.7119,2026-03-13,-1.2987
2026-03-12,600307,酒钢宏兴,6.8783,8.3406,127.1462,2026-03-13,9.9010
2026-03-12,688166,博瑞医药,7.4369,891.5222,205.2480,2026-03-13,-2.6556
2026-03-12,601118,海南橡胶,7.6129,16.2789,270.8878,2026-03-13,-5.5156
2026-03-12,600236,桂冠电力,7.9317,7.5777,738.5788,2026-03-13,-8.4651
2026-03-12,002281,光迅科技,8.0118,113.4027,676.8816,2026-03-13,-9.9980
2026-03-12,601898,中煤能源,8.0960,22.6285,2287.1194,2026-03-13,-2.7893
2026-03-12,688195,腾景科技,8.2090,2720.2280,343.4113,2026-03-13,-0.0757
2026-03-12,601001,晋控煤业,8.3721,9.9538,268.2941,2026-03-13,-2.6288
2026-03-12,600888,新疆众和,8.4507,21.4311,125.6447,2026-03-13,-5.2947
2026-03-12,600256,广汇能源,8.5349,45.0540,430.8210,2026-03-13,-1.5727
2026-03-12,002498,汉缆股份,9.9576,29.1558,287.4352,2026-03-13,-9.4412
2026-03-12,600956,新天绿能,10.0000,8.8978,390.7992,2026-03-13,1.3742
2026-03-12,600821,金开新能,10.0202,50.9837,179.4200,2026-03-13,-6.6237
2026-03-12,603626,科森科技,10.0226,7.1385,124.3485,2026-03-13,-4.3906
2026-03-12,600188,兖矿能源,10.0248,27.7954,1950.2825,2026-03-13,-1.8042
2026-03-12,000553,安道麦A,10.0324,2.1277,147.2441,2026-03-13,-1.3235
2026-03-12,601991,大唐发电,10.0962,7.8202,740.2684,2026-03-13,3.4934
2026-03-12,601868,中国能建,10.1449,181.8169,1217.3820,2026-03-13,-1.5789
2026-03-12,688063,派能科技,10.2919,2331.7194,185.7615,2026-03-13,-2.4602
2026-03-12,688349,三一重能,11.3797,696.9921,295.3181,2026-03-13,-3.0050
2026-03-12,688106,金宏气体,11.9914,1369.9246,129.0736,2026-03-13,1.7208
2026-03-12,688125,安达智能,12.4931,499.3691,173.9436,2026-03-13,-4.7535
2026-03-12,300323,华灿光电,13.9337,38.2052,155.6456,2026-03-13,-2.5354
2026-03-12,688097,博众精工,17.2325,1826.3789,234.5347,2026-03-13,3.8716
2026-03-13,300201,海伦哲,5.3346,7.7525,108.8758,2026-03-16,-0.4604
2026-03-13,688819,天能股份,6.2481,506.3123,316.0297,2026-03-16,-3.4880
2026-03-13,001301,尚太科技,6.4619,14.7553,193.5675,2026-03-16,-2.3194
2026-03-13,603218,日月股份,7.6277,11.0482,149.8116,2026-03-16,-4.9850
2026-03-13,300641,正丹股份,8.7634,14.1891,105.7922,2026-03-16,0.8505
2026-03-13,600307,酒钢宏兴,9.9010,9.4800,127.1462,2026-03-16,-9.9099
2026-03-13,603929,亚翔集成,9.9977,3.2064,378.8634,2026-03-16,9.9979
2026-03-13,002056,横店东磁,10.0043,22.2748,303.2191,2026-03-16,-8.3204
2026-03-13,002931,锋龙股份,10.0054,6.4809,147.8411,2026-03-16,-10.0025
2026-03-13,002531,天顺风能,10.0089,14.2301,199.9926,2026-03-16,-1.8519
2026-03-16,002151,北斗星通,5.0109,34.7722,207.3377,2026-03-17,-2.9798
2026-03-16,688380,中微半导,5.0969,647.9932,164.0696,2026-03-17,-4.0481
2026-03-16,002031,巨轮智能,5.2260,8.0663,137.2423,2026-03-17,-1.0738
2026-03-16,688166,博瑞医药,5.2996,734.7169,205.2480,2026-03-17,0.0000
2026-03-16,002938,鹏鼎控股,5.3198,21.2847,1217.6722,2026-03-17,-4.3640
2026-03-16,301128,强瑞技术,5.3766,6.9018,156.6721,2026-03-17,-3.1811
2026-03-16,301090,华润材料,6.2134,4.1825,112.4961,2026-03-17,-3.0905
2026-03-16,301308,江波龙,6.3249,75.8694,1232.2033,2026-03-17,-4.2964
2026-03-16,688106,金宏气体,6.3534,1689.7141,129.0736,2026-03-17,-3.6055
2026-03-16,600956,新天绿能,6.3608,9.0950,390.7992,2026-03-17,5.0980
2026-03-16,600996,贵广网络,6.3961,5.7207,132.9089,2026-03-17,-4.3931
2026-03-16,300765,新诺威,6.7022,4.4890,451.9980,2026-03-17,1.0938
2026-03-16,300257,开山股份,6.7174,14.0732,277.7210,2026-03-17,-5.5226
2026-03-16,603516,淳中科技,6.7567,15.3067,276.7498,2026-03-17,-0.3274
2026-03-16,605060,联德股份,7.0150,5.6959,122.1967,2026-03-17,-2.9097
2026-03-16,301377,鼎泰高科,7.0243,7.7325,781.2550,2026-03-17,-4.8062
2026-03-16,000021,深科技,7.0505,52.8163,404.5506,2026-03-17,-2.5378
2026-03-16,002384,东山精密,7.2749,103.8452,1850.4731,2026-03-17,-7.8067
2026-03-16,688449,联芸科技,8.0435,597.9504,192.0040,2026-03-17,-2.3340
2026-03-16,688766,普冉股份,8.2869,1971.6678,331.6152,2026-03-17,-1.4231
2026-03-16,688172,燕东微,8.4813,1163.2117,547.3488,2026-03-17,-3.5227
2026-03-16,300223,北京君正,9.0222,61.6757,502.0354,2026-03-17,-4.2648
2026-03-16,603929,亚翔集成,9.9979,14.3563,378.8634,2026-03-17,9.9994
2026-03-16,603175,超颖电子,10.0037,7.3233,342.6310,2026-03-17,8.6291
2026-03-16,002831,裕同科技,10.0116,14.2338,295.7610,2026-03-17,-5.8390
2026-03-16,688347,华虹公司,12.1978,5078.0700,1846.7555,2026-03-17,-5.1403
2026-03-17,600956,新天绿能,5.0980,9.9854,390.7992,2026-03-18,-2.5187
2026-03-17,600032,浙江新能,7.3001,10.3193,243.3531,2026-03-18,-2.5918
2026-03-17,603175,超颖电子,8.6291,18.1799,342.6310,2026-03-18,2.6096
2026-03-17,603929,亚翔集成,9.9994,18.4143,378.8634,2026-03-18,6.7371
2026-03-17,002565,顺灏股份,10.0000,13.2033,180.3041,2026-03-18,9.9729
2026-03-17,600307,酒钢宏兴,10.0000,4.4229,127.1462,2026-03-18,10.0000
2026-03-18,300223,北京君正,5.0418,47.8125,502.0354,2026-03-19,-6.6677
2026-03-18,688625,呈和科技,5.2096,161.9022,100.6199,2026-03-19,-5.5484
2026-03-18,300201,海伦哲,5.3333,8.8124,108.8758,2026-03-19,-0.8439
2026-03-18,301031,中熔电气,5.4032,3.4962,135.5375,2026-03-19,1.6662
2026-03-18,002281,光迅科技,5.4490,45.1808,676.8816,2026-03-19,0.9809
2026-03-18,600589,大位科技,5.6956,23.9169,161.6806,2026-03-19,2.1201
2026-03-18,688375,国博电子,5.9340,609.3464,678.1458,2026-03-19,1.7900
2026-03-18,002792,通宇通讯,6.1115,13.5812,235.7786,2026-03-19,-1.4159
2026-03-18,000555,神州信息,6.2105,8.9500,150.3668,2026-03-19,-1.1911
2026-03-18,002831,裕同科技,6.3687,10.9996,295.7610,2026-03-19,-6.9065
2026-03-18,603629,利通电子,6.4327,15.9376,167.2552,2026-03-19,10.0032
2026-03-18,002938,鹏鼎控股,6.6019,26.7073,1217.6722,2026-03-19,-3.0055
2026-03-18,603929,亚翔集成,6.7371,17.5096,378.8634,2026-03-19,-3.5078
2026-03-18,688766,普冉股份,6.8033,2285.9739,331.6152,2026-03-19,5.3275
2026-03-18,300308,中际旭创,6.8140,219.1269,6229.5961,2026-03-19,-0.8276
2026-03-18,301196,唯科科技,6.8157,3.6804,125.3137,2026-03-19,-3.5969
2026-03-18,300657,弘信电子,7.0460,12.5928,140.0575,2026-03-19,-1.6378
2026-03-18,688449,联芸科技,7.2724,774.4867,192.0040,2026-03-19,-4.0714
2026-03-18,688270,臻镭科技,7.3539,2211.7436,322.7898,2026-03-19,-1.7270
2026-03-18,002993,奥海科技,7.3911,5.5042,127.8893,2026-03-19,-3.6849
2026-03-18,600821,金开新能,7.7320,58.9851,179.4200,2026-03-19,6.3158
2026-03-18,688380,中微半导,7.9574,1182.1555,164.0696,2026-03-19,-5.2815
2026-03-18,600563,法拉电子,8.2348,19.9283,283.5675,2026-03-19,-1.2131
2026-03-18,301308,江波龙,8.2555,87.2754,1232.2033,2026-03-19,-0.7793
2026-03-18,002897,意华股份,8.3902,11.7305,112.8773,2026-03-19,-2.4902
2026-03-18,000534,万泽股份,8.6081,11.6075,179.9216,2026-03-19,-2.7810
2026-03-18,301005,超捷股份,8.6381,16.0052,226.0821,2026-03-19,-1.9763
2026-03-18,688166,博瑞医药,9.0465,1274.8832,205.2480,2026-03-19,-2.8627
2026-03-18,300017,网宿科技,9.2308,54.5163,418.1065,2026-03-19,0.9209
2026-03-18,688818,电科蓝天,9.8578,2515.0580,1076.8928,2026-03-19,-1.7857
2026-03-18,600666,奥瑞德,9.9010,10.7304,158.7585,2026-03-19,9.9099
2026-03-18,002565,顺灏股份,9.9729,42.5825,180.3041,2026-03-19,5.8606
2026-03-18,600307,酒钢宏兴,10.0000,14.4015,127.1462,2026-03-19,-5.7851
2026-03-18,000539,粤电力A,10.0000,1.4713,312.9169,2026-03-19,9.9822
2026-03-18,600602,云赛智联,10.0243,25.4150,319.3518,2026-03-19,0.3538
2026-03-18,300846,首都在线,10.2624,24.7761,141.6658,2026-03-19,0.6627
2026-03-18,688385,复旦微电,10.4618,1793.2256,553.6177,2026-03-19,-5.2129
2026-03-18,300900,广联航空,13.6339,21.9266,125.8774,2026-03-19,0.7935
2026-03-18,300383,光环新网,13.8945,41.1836,309.7252,2026-03-19,-2.0528
2026-03-18,688387,信科移动,14.6953,1984.1165,509.3938,2026-03-19,-3.4375
2026-03-18,301128,强瑞技术,20.0000,18.4075,156.6721,2026-03-19,4.0225
2026-03-18,301306,西测测试,20.0018,18.0936,141.7920,2026-03-19,7.9948
2026-03-19,601857,中国石油,5.2277,67.8185,22511.5803,2026-03-20,-1.9231
2026-03-19,688766,普冉股份,5.3275,3418.8975,331.6152,2026-03-20,-4.4334
2026-03-19,002423,中粮资本,5.4895,7.9464,243.0831,2026-03-20,-4.4232
2026-03-19,002565,顺灏股份,5.8606,55.1410,180.3041,2026-03-20,-10.0233
2026-03-19,002082,万邦德,5.9752,3.6486,177.8792,2026-03-20,-0.2128
2026-03-19,600821,金开新能,6.3158,74.4141,179.4200,2026-03-20,-3.6004
2026-03-19,688106,金宏气体,6.4751,1465.4524,129.0736,2026-03-20,4.7499
2026-03-19,301306,西测测试,7.9948,22.9942,141.7920,2026-03-20,-7.0078
2026-03-19,600666,奥瑞德,9.9099,13.8919,158.7585,2026-03-20,-10.0410
2026-03-19,600996,贵广网络,9.9537,7.0256,132.9089,2026-03-20,-2.0000
2026-03-19,000539,粤电力A,9.9822,8.5633,312.9169,2026-03-20,7.9417
2026-03-19,603629,利通电子,10.0032,22.7938,167.2552,2026-03-20,-10.0044
2026-03-20,688390,固德威,5.0772,2326.4482,234.4335,2026-03-23,-4.2537
2026-03-20,603929,亚翔集成,5.3675,14.4328,378.8634,2026-03-23,-6.0134
2026-03-20,600032,浙江新能,5.5016,11.0282,243.3531,2026-03-23,10.0204
2026-03-20,300693,盛弘股份,5.5379,11.9755,134.9714,2026-03-23,-4.9892
2026-03-20,300014,亿纬锂能,5.5771,92.9018,1306.6971,2026-03-23,0.4661
2026-03-20,002756,永兴材料,5.8056,16.8055,407.4529,2026-03-23,3.8961
2026-03-20,600750,华润江中,6.1376,3.8428,170.9800,2026-03-23,-5.1197
2026-03-20,000423,东阿阿胶,6.1387,13.1870,369.4495,2026-03-23,-1.9636
2026-03-20,300308,中际旭创,6.3978,329.5859,6229.5961,2026-03-23,-2.0229
2026-03-20,301196,唯科科技,6.8268,10.0640,125.3137,2026-03-23,-7.7530
2026-03-20,688172,燕东微,7.7013,1416.9808,547.3488,2026-03-23,-8.6024
2026-03-20,000539,粤电力A,7.9417,23.3764,312.9169,2026-03-23,-7.5075
2026-03-20,688063,派能科技,8.4708,2592.5798,185.7615,2026-03-23,-1.9763
2026-03-20,688195,腾景科技,8.9390,3711.2772,343.4113,2026-03-23,3.7974
2026-03-20,300620,光库科技,9.2146,60.7727,438.6325,2026-03-23,2.5092
2026-03-20,300724,捷佳伟创,9.4068,70.1662,369.5378,2026-03-23,-0.5345
2026-03-20,603026,石大胜华,10.0073,14.2010,203.0782,2026-03-23,0.1989
2026-03-20,301327,华宝新能,13.4831,9.8206,125.7115,2026-03-23,2.1811
2026-03-20,300782,卓胜微,13.8714,59.5198,435.3368,2026-03-23,-5.9358
2026-03-20,300827,上能电气,20.0053,60.2888,225.9054,2026-03-23,-7.3225
2026-03-23,688819,天能股份,5.0394,387.0607,316.0297,2026-03-24,-0.2999
2026-03-23,301306,西测测试,5.1150,17.1935,141.7920,2026-03-24,-2.0504
2026-03-23,688106,金宏气体,5.4620,1970.8323,129.0736,2026-03-24,-3.8762
2026-03-23,300390,天华新能,5.7777,29.7984,485.7400,2026-03-24,7.5005
2026-03-23,001896,豫能控股,6.5046,35.6659,219.4074,2026-03-24,4.2566
2026-03-23,000422,湖北宜化,7.8431,24.5322,179.9963,2026-03-24,-2.6393
2026-03-23,600376,首开股份,9.9251,13.0968,130.5260,2026-03-24,-1.8739
2026-03-23,002565,顺灏股份,9.9741,47.9487,180.3041,2026-03-24,-0.4122
2026-03-23,002896,中大力德,10.0000,9.7193,145.3875,2026-03-24,-3.3247
2026-03-23,600032,浙江新能,10.0204,17.7339,243.3531,2026-03-24,10.0372
2026-03-23,000703,恒逸石化,10.0372,7.4525,433.3954,2026-03-24,2.5338
2026-03-23,300085,银之杰,10.1171,49.9219,268.4527,2026-03-24,-1.2548
2026-03-24,601212,白银有色,5.0734,14.2540,601.2677,2026-03-25,3.1766
2026-03-24,688321,微芯生物,5.1017,305.9033,127.6114,2026-03-25,-0.4413
2026-03-24,688712,北芯生命,5.1633,105.4532,159.2940,2026-03-25,1.1677
2026-03-24,000060,中金岭南,5.1903,8.9985,272.6880,2026-03-25,0.8224
2026-03-24,000338,潍柴动力,5.1908,31.8650,2097.9452,2026-03-25,3.4163
2026-03-24,601991,大唐发电,5.2109,14.2095,740.2684,2026-03-25,5.1887
2026-03-24,000792,盐湖股份,5.2921,43.5450,1924.0158,2026-03-25,0.9887
2026-03-24,000680,山推股份,5.2968,5.0592,175.6667,2026-03-25,2.9488
2026-03-24,601899,紫金矿业,5.2976,147.2392,8687.1598,2026-03-25,3.2298
2026-03-24,688543,国科军工,5.3078,557.7814,139.7780,2026-03-25,3.1729
2026-03-24,600775,南京熊猫,5.4281,6.5710,122.5457,2026-03-25,0.4351
2026-03-24,600808,马钢股份,5.4286,2.5385,291.0857,2026-03-25,2.9810
2026-03-24,600320,振华重工,5.4795,3.1430,268.1592,2026-03-25,1.7316
2026-03-24,605060,联德股份,5.5231,3.7603,122.1967,2026-03-25,2.0088
2026-03-24,600869,远东股份,5.5372,10.1110,299.8346,2026-03-25,3.6805
2026-03-24,002353,杰瑞股份,5.5437,22.9001,990.5805,2026-03-25,1.3232
2026-03-24,600116,三峡水利,5.5723,3.4274,129.2609,2026-03-25,3.1384
2026-03-24,000506,招金黄金,5.6246,5.8605,157.5614,2026-03-25,2.1053
2026-03-24,301308,江波龙,5.6499,55.3127,1232.2033,2026-03-25,4.5317
2026-03-24,300765,新诺威,5.7143,3.3211,451.9980,2026-03-25,0.2365
2026-03-24,600072,中船科技,5.7236,4.9194,195.0845,2026-03-25,-0.3867
2026-03-24,600330,天通股份,5.7275,18.1088,190.6890,2026-03-25,3.5492
2026-03-24,000690,宝新能源,5.8091,12.0211,108.3592,2026-03-25,10.0000
2026-03-24,600435,北方导航,5.8097,8.0531,222.7703,2026-03-25,2.3336
2026-03-24,688125,安达智能,5.8723,233.8525,173.9436,2026-03-25,1.1937
2026-03-24,002019,亿帆医药,5.9216,4.3188,155.3330,2026-03-25,-0.1575
2026-03-24,600563,法拉电子,5.9568,14.3495,283.5675,2026-03-25,7.5405
2026-03-24,000519,中兵红箭,5.9911,9.5694,235.6210,2026-03-25,4.9910
2026-03-24,000883,湖北能源,6.0291,4.7745,343.3503,2026-03-25,3.1373
2026-03-24,600956,新天绿能,6.0700,8.4153,390.7992,2026-03-25,-0.8729
2026-03-24,600110,诺德股份,6.0976,10.1032,152.5224,2026-03-25,0.3831
2026-03-24,688428,诺诚健华,6.2093,316.5852,477.5127,2026-03-25,-0.6132
2026-03-24,603516,淳中科技,6.2108,11.1075,276.7498,2026-03-25,0.2463
2026-03-24,301128,强瑞技术,6.3279,14.6547,156.6721,2026-03-25,4.1069
2026-03-24,600163,中闽能源,6.3665,8.0713,142.5344,2026-03-25,10.0730
2026-03-24,600338,西藏珠峰,6.3902,7.8791,156.3299,2026-03-25,1.0224
2026-03-24,688001,华兴源创,6.4207,151.0111,135.9694,2026-03-25,2.8000
2026-03-24,000534,万泽股份,6.5433,10.0210,179.9216,2026-03-25,3.5993
2026-03-24,688266,泽璟制药,6.6973,401.2333,263.3052,2026-03-25,1.2267
2026-03-24,301086,鸿富瀚,6.7868,2.2837,114.0930,2026-03-25,3.2237
2026-03-24,000049,德赛电池,6.8771,8.0217,101.5830,2026-03-25,-1.5823
2026-03-24,300620,光库科技,7.0395,53.0209,438.6325,2026-03-25,2.6651
2026-03-24,600388,龙净环保,7.1759,5.5833,226.7033,2026-03-25,0.5940
2026-03-24,600549,厦门钨业,7.2171,41.6212,881.1101,2026-03-25,4.7568
2026-03-24,688183,生益电子,7.3983,2217.0956,698.2307,2026-03-25,-0.3444
2026-03-24,002859,洁美科技,7.4238,4.8454,171.7575,2026-03-25,7.1290
2026-03-24,000408,藏格矿业,7.4982,20.5379,1243.7758,2026-03-25,3.0195
2026-03-24,300390,天华新能,7.5005,29.1243,485.7400,2026-03-25,2.1723
2026-03-24,301196,唯科科技,7.6075,5.4466,125.3137,2026-03-25,20.0000
2026-03-24,000591,太阳能,7.6789,18.5676,218.1990,2026-03-25,3.5656
2026-03-24,002993,奥海科技,8.0045,4.3177,127.8893,2026-03-25,1.5690
2026-03-24,300005,探路者,8.0756,5.2919,132.0251,2026-03-25,6.2003
2026-03-24,688795,摩尔线程,8.6361,1577.2785,2631.2180,2026-03-25,2.6814
2026-03-24,002756,永兴材料,8.6563,21.0313,407.4529,2026-03-25,4.1271
2026-03-24,301285,鸿日达,8.7361,3.2890,173.6441,2026-03-25,1.4434
2026-03-24,600967,内蒙一机,8.9312,8.0829,252.3761,2026-03-25,4.8387
2026-03-24,600686,金龙汽车,9.1850,5.3673,131.6499,2026-03-25,4.9763
2026-03-24,688195,腾景科技,9.8765,2988.8087,343.4113,2026-03-25,4.4944
2026-03-24,000065,北方国际,9.9768,6.8195,168.8737,2026-03-25,-0.7032
2026-03-24,000415,渤海租赁,10.0000,5.0684,270.2636,2026-03-25,2.3310
2026-03-24,603929,亚翔集成,10.0000,7.5294,378.8634,2026-03-25,4.6030
2026-03-24,601869,长飞光纤,10.0000,45.5351,2483.7153,2026-03-25,9.9996
2026-03-24,002498,汉缆股份,10.0000,26.6384,287.4352,2026-03-25,2.5000
2026-03-24,002082,万邦德,10.0056,5.4522,177.8792,2026-03-25,8.7418
2026-03-24,601606,长城军工,10.0112,9.5911,297.2958,2026-03-25,9.9898
2026-03-24,002265,建设工业,10.0149,4.5182,246.2768,2026-03-25,8.1118
2026-03-24,000811,冰轮环境,10.0243,6.4504,171.8972,2026-03-25,3.3683
2026-03-24,600475,华光环能,10.0293,5.8242,167.5808,2026-03-25,-0.4264
2026-03-24,000035,中国天楹,10.0295,12.9066,163.1026,2026-03-25,1.3405
2026-03-24,600032,浙江新能,10.0372,21.5770,243.3531,2026-03-25,9.9662
2026-03-24,600821,金开新能,10.0398,67.9104,179.4200,2026-03-25,1.6260
2026-03-24,002083,孚日股份,10.0402,8.6557,111.0408,2026-03-25,1.8248
2026-03-24,000539,粤电力A,10.0649,19.2963,312.9169,2026-03-25,10.0295
2026-03-24,600666,奥瑞德,10.0917,18.2804,158.7585,2026-03-25,10.0000
2026-03-24,688802,沐曦股份,13.4883,2174.4288,2396.5990,2026-03-25,1.2196
2026-03-24,301357,北方长龙,16.4388,7.9074,111.3650,2026-03-25,8.9184
2026-03-25,002366,融发核电,5.0066,11.0715,154.8218,2026-03-26,-3.8896
2026-03-25,600673,东阳光,5.1765,20.2693,912.4971,2026-03-26,-2.3969
2026-03-25,601991,大唐发电,5.1887,21.9039,740.2684,2026-03-26,-1.5695
2026-03-25,600323,瀚蓝环境,5.2488,2.5059,242.6473,2026-03-26,-0.2267
2026-03-25,000301,东方盛虹,5.2632,3.7618,704.7572,2026-03-26,-1.7593
2026-03-25,300638,广和通,5.3359,12.1021,226.3452,2026-03-26,-4.5918
2026-03-25,000703,恒逸石化,5.4366,7.1117,433.3954,2026-03-26,-1.6406
2026-03-25,300846,首都在线,5.6022,19.3875,141.6658,2026-03-26,-5.1393
2026-03-25,300827,上能电气,5.6228,47.0838,225.9054,2026-03-26,0.8985
2026-03-25,688625,呈和科技,5.7736,213.6331,100.6199,2026-03-26,-4.3168
2026-03-25,300757,罗博特科,5.8055,30.3166,633.5587,2026-03-26,4.7039
2026-03-25,002126,银轮股份,6.1487,11.6128,354.7751,2026-03-26,-4.6700
2026-03-25,300005,探路者,6.2003,4.1975,132.0251,2026-03-26,5.0898
2026-03-25,002053,云南能投,6.2308,7.8167,115.4595,2026-03-26,-0.8689
2026-03-25,002597,金禾实业,6.2908,2.8770,130.7704,2026-03-26,0.9206
2026-03-25,601778,晶科科技,6.6667,29.1422,177.4787,2026-03-26,-3.8851
2026-03-25,600509,天富能源,7.0671,7.9717,114.2124,2026-03-26,-1.2101
2026-03-25,603626,科森科技,7.1109,9.2855,124.3485,2026-03-26,-1.2999
2026-03-25,002859,洁美科技,7.1290,5.4198,171.7575,2026-03-26,-10.0045
2026-03-25,300017,网宿科技,7.2104,51.7416,418.1065,2026-03-26,-3.5281
2026-03-25,600563,法拉电子,7.5405,21.5737,283.5675,2026-03-26,-1.3819
2026-03-25,002895,川恒股份,7.6837,7.2077,238.7877,2026-03-26,-0.1302
2026-03-25,600578,京能电力,7.7068,6.0784,342.7646,2026-03-26,-1.9197
2026-03-25,002782,可立克,7.8458,3.9314,105.3428,2026-03-26,10.0084
2026-03-25,002265,建设工业,8.1118,9.7355,246.2768,2026-03-26,-5.1688
2026-03-25,002281,光迅科技,8.2384,65.0011,676.8816,2026-03-26,-1.6773
2026-03-25,002082,万邦德,8.7418,8.4573,177.8792,2026-03-26,9.9907
2026-03-25,301357,北方长龙,8.9184,10.7884,111.3650,2026-03-26,-6.8677
2026-03-25,600032,浙江新能,9.9662,22.3581,243.3531,2026-03-26,-3.1490
2026-03-25,600589,大位科技,9.9704,12.0883,161.6806,2026-03-26,-2.8725
2026-03-25,000791,甘肃能源,9.9881,15.0081,249.7757,2026-03-26,-3.1351
2026-03-25,601606,长城军工,9.9898,27.0106,297.2958,2026-03-26,-4.4604
2026-03-25,600158,中体产业,9.9902,11.9877,115.0456,2026-03-26,-4.1852
2026-03-25,002475,立讯精密,9.9914,132.9736,3593.4476,2026-03-26,-1.5303
2026-03-25,601869,长飞光纤,9.9996,55.4702,2483.7153,2026-03-26,4.7693
2026-03-25,600666,奥瑞德,10.0000,3.4719,158.7585,2026-03-26,4.7348
2026-03-25,603179,新泉股份,10.0000,11.6132,335.3673,2026-03-26,-2.0909
2026-03-25,000690,宝新能源,10.0000,15.4853,108.3592,2026-03-26,2.6738
2026-03-25,603629,利通电子,10.0035,9.6458,167.2552,2026-03-26,5.3765
2026-03-25,603175,超颖电子,10.0037,2.5698,342.6310,2026-03-26,-2.6387
2026-03-25,000539,粤电力A,10.0295,17.1136,312.9169,2026-03-26,0.4021
2026-03-25,600163,中闽能源,10.0730,6.8413,142.5344,2026-03-26,9.9469
2026-03-25,301015,百洋医药,10.3333,1.7545,125.4139,2026-03-26,-5.0928
2026-03-25,300201,海伦哲,10.3908,7.9628,108.8758,2026-03-26,-0.5181
2026-03-25,300953,震裕科技,10.9686,13.7270,305.5463,2026-03-26,-0.6879
2026-03-25,688141,杰华特,12.4014,974.5729,232.9964,2026-03-26,-3.0491
2026-03-25,300383,光环新网,17.7649,79.4489,309.7252,2026-03-26,-6.3083
2026-03-25,301196,唯科科技,20.0000,13.0299,125.3137,2026-03-26,3.7128
2026-03-25,688781,视涯科技,102.8219,1457.2815,362.8000,2026-03-26,-11.3261
2026-03-26,002611,东方精工,5.0410,14.0173,216.7987,2026-03-27,-1.2277
2026-03-26,300005,探路者,5.0898,8.3805,132.0251,2026-03-27,3.4188
2026-03-26,002896,中大力德,5.1720,10.2506,145.3875,2026-03-27,-1.5200
2026-03-26,002541,鸿路钢构,5.1791,2.6890,141.4535,2026-03-27,-2.3470
2026-03-26,002408,齐翔腾达,5.2539,6.0237,168.5811,2026-03-27,1.3311
2026-03-26,603629,利通电子,5.3765,26.6708,167.2552,2026-03-27,-2.3770
2026-03-26,688125,安达智能,5.7650,297.9072,173.9436,2026-03-27,0.8805
2026-03-26,301327,华宝新能,5.9589,8.9180,125.7115,2026-03-27,6.4471
2026-03-26,301150,中一科技,7.5934,11.2882,129.1880,2026-03-27,8.0061
2026-03-26,600163,中闽能源,9.9469,6.4133,142.5344,2026-03-27,-5.5489
2026-03-26,002082,万邦德,9.9907,11.8883,177.8792,2026-03-27,10.0127
2026-03-26,002149,西部材料,10.0024,44.2596,268.4690,2026-03-27,5.7980
2026-03-26,603026,石大胜华,10.0052,20.5389,203.0782,2026-03-27,9.9977
2026-03-26,002782,可立克,10.0084,8.4266,105.3428,2026-03-27,-10.0153
