rank,fund_code,fund_name,fund_type_bucket,ytd_return_pct,rank_as_of,holding_report_date,holding_rank,stock_code,stock_name,weight_pct,shares_10k,market_value_10k
18,501201,红土创新科技创新股票(LOF)A,股票型,40.85,2026-04-14,2025-12-31,14,002463,沪电股份,2.91%,3.61,263.78
18,501201,红土创新科技创新股票(LOF)A,股票型,40.85,2026-04-14,2025-12-31,15,688041,海光信息,2.79%,1.13,253.00
18,501201,红土创新科技创新股票(LOF)A,股票型,40.85,2026-04-14,2025-12-31,16,301200,大族数控,2.77%,2.11,250.60
18,501201,红土创新科技创新股票(LOF)A,股票型,40.85,2026-04-14,2025-12-31,17,000657,中钨高新,2.38%,7.78,215.58
18,501201,红土创新科技创新股票(LOF)A,股票型,40.85,2026-04-14,2025-12-31,18,688256,寒武纪,2.21%,0.15,200.35
18,501201,红土创新科技创新股票(LOF)A,股票型,40.85,2026-04-14,2025-12-31,19,300726,宏达电子,2.10%,3.74,190.40
18,501201,红土创新科技创新股票(LOF)A,股票型,40.85,2026-04-14,2025-12-31,20,688630,芯碁微装,1.99%,1.34,180.70
19,018358,华富数字经济混合A,混合型,40.79,2026-04-14,2025-12-31,1,688041,海光信息,7.83%,2.00,448.82
19,018358,华富数字经济混合A,混合型,40.79,2026-04-14,2025-12-31,2,688256,寒武纪,6.39%,0.27,366.00
19,018358,华富数字经济混合A,混合型,40.79,2026-04-14,2025-12-31,3,00981,中芯国际,5.07%,4.50,290.41
19,018358,华富数字经济混合A,混合型,40.79,2026-04-14,2025-12-31,4,300394,天孚通信,4.61%,1.30,263.94
19,018358,华富数字经济混合A,混合型,40.79,2026-04-14,2025-12-31,5,300308,中际旭创,4.26%,0.40,244.00
19,018358,华富数字经济混合A,混合型,40.79,2026-04-14,2025-12-31,6,300502,新易盛,3.76%,0.50,215.44
19,018358,华富数字经济混合A,混合型,40.79,2026-04-14,2025-12-31,7,301486,致尚科技,3.68%,1.70,210.89
19,018358,华富数字经济混合A,混合型,40.79,2026-04-14,2025-12-31,8,09988,阿里巴巴-W,3.44%,1.53,197.34
19,018358,华富数字经济混合A,混合型,40.79,2026-04-14,2025-12-31,9,688802,沐曦股份,3.44%,0.34,197.23
19,018358,华富数字经济混合A,混合型,40.79,2026-04-14,2025-12-31,10,002364,中恒电气,3.37%,7.30,193.01
19,018358,华富数字经济混合A,混合型,40.79,2026-04-14,2025-12-31,11,600183,生益科技,3.24%,2.60,185.67
19,018358,华富数字经济混合A,混合型,40.79,2026-04-14,2025-12-31,12,301396,宏景科技,3.12%,2.70,179.01
19,018358,华富数字经济混合A,混合型,40.79,2026-04-14,2025-12-31,13,002837,英维克,2.98%,1.60,171.02
19,018358,华富数字经济混合A,混合型,40.79,2026-04-14,2025-12-31,14,300548,长芯博创,2.95%,1.19,168.98
19,018358,华富数字经济混合A,混合型,40.79,2026-04-14,2025-12-31,15,002922,伊戈尔,2.89%,5.40,165.35
19,018358,华富数字经济混合A,混合型,40.79,2026-04-14,2025-12-31,16,688629,华丰科技,2.79%,1.60,160.10
19,018358,华富数字经济混合A,混合型,40.79,2026-04-14,2025-12-31,17,688205,德科立,2.69%,1.12,153.98
19,018358,华富数字经济混合A,混合型,40.79,2026-04-14,2025-12-31,18,603228,景旺电子,2.55%,2.00,146.18
19,018358,华富数字经济混合A,混合型,40.79,2026-04-14,2025-12-31,19,688292,浩瀚深度,2.53%,5.00,144.93
19,018358,华富数字经济混合A,混合型,40.79,2026-04-14,2025-12-31,20,300118,东方日升,2.33%,9.10,133.41
20,018210,红土创新景气回报混合A,混合型,38.97,2026-04-14,2025-12-31,1,300308,中际旭创,9.32%,2.53,"1,543.30"
20,018210,红土创新景气回报混合A,混合型,38.97,2026-04-14,2025-12-31,2,300502,新易盛,9.08%,3.49,"1,503.77"
20,018210,红土创新景气回报混合A,混合型,38.97,2026-04-14,2025-12-31,3,688498,源杰科技,6.01%,1.55,995.79
20,018210,红土创新景气回报混合A,混合型,38.97,2026-04-14,2025-12-31,4,601138,工业富联,5.40%,14.42,894.76
20,018210,红土创新景气回报混合A,混合型,38.97,2026-04-14,2025-12-31,5,600105,永鼎股份,4.61%,30.43,763.79
20,018210,红土创新景气回报混合A,混合型,38.97,2026-04-14,2025-12-31,6,300394,天孚通信,4.54%,3.70,751.21
20,018210,红土创新景气回报混合A,混合型,38.97,2026-04-14,2025-12-31,7,603083,剑桥科技,4.04%,4.98,669.21
20,018210,红土创新景气回报混合A,混合型,38.97,2026-04-14,2025-12-31,8,300548,长芯博创,3.89%,4.54,644.68
20,018210,红土创新景气回报混合A,混合型,38.97,2026-04-14,2025-12-31,9,688313,仕佳光子,3.67%,6.84,607.18
20,018210,红土创新景气回报混合A,混合型,38.97,2026-04-14,2025-12-31,10,301486,致尚科技,3.55%,4.74,588.00
20,018210,红土创新景气回报混合A,混合型,38.97,2026-04-14,2025-12-31,11,601231,环旭电子,3.40%,18.74,562.20
20,018210,红土创新景气回报混合A,混合型,38.97,2026-04-14,2025-12-31,12,000657,中钨高新,2.68%,16.04,444.47
20,018210,红土创新景气回报混合A,混合型,38.97,2026-04-14,2025-12-31,13,300476,胜宏科技,2.48%,1.43,411.24
20,018210,红土创新景气回报混合A,混合型,38.97,2026-04-14,2025-12-31,14,688041,海光信息,2.28%,1.68,376.72
20,018210,红土创新景气回报混合A,混合型,38.97,2026-04-14,2025-12-31,15,002463,沪电股份,2.12%,4.81,351.47
20,018210,红土创新景气回报混合A,混合型,38.97,2026-04-14,2025-12-31,16,688256,寒武纪,1.99%,0.24,329.13
20,018210,红土创新景气回报混合A,混合型,38.97,2026-04-14,2025-12-31,17,002796,世嘉科技,0.96%,5.75,159.45
20,018210,红土创新景气回报混合A,混合型,38.97,2026-04-14,2025-12-31,18,688630,芯碁微装,0.51%,0.62,83.84
20,018210,红土创新景气回报混合A,混合型,38.97,2026-04-14,2025-12-31,19,605090,九丰能源,0.50%,1.92,82.75
20,018210,红土创新景气回报混合A,混合型,38.97,2026-04-14,2025-12-31,20,301687,新广益,0.01%,0.02,1.06
