as_of,watch_report_date,strong_report_date,code,name,pool_tags,research_report_covered,research_report_date,research_payload_covered,theme_bucket,totalMarketCap,floatMarketCap,todayAmount,turnoverRate,todayPct,peRatio,mainBusiness,industry,latest_kline_date,latest_close,ma5,ma10,ma20,close_to_ma20,ma20_slope_10d_pct,ma_alignment,ret5_pct,ret10_pct,ret20_pct,index_ret5_pct,index_ret10_pct,index_ret20_pct,rel_ret5_pct,rel_ret10_pct,rel_ret20_pct,high20_distance_pct,breakout_20d,close_position,upper_shadow_ratio_pct,close_gt_open,max_drawdown_20_pct,volatility_20_ann_pct,green_ratio_20,long_upper_count_20,large_down_count_20,q1_revenue_yoy_pct,q1_net_profit_yoy_pct,risk_flags,theme_candidate_count,theme_strength_count,theme_avg_ret10_pct,trend_relative_score_35,relative_score_10,quality_score_15,research_score_25,theme_score_20,entry_timing_score_5,risk_penalty,final_score_v0,base_close,fwd_ret_5d,fwd_max_drawdown_5d,fwd_date_5d,fwd_ret_10d,fwd_max_drawdown_10d,fwd_date_10d,fwd_ret_20d,fwd_max_drawdown_20d,fwd_date_20d
2026-04-28,2026-04-28,2026-04-28,003031.SZ,中瓷电子,watchlist,False,,True,电子陶瓷/氮化镓外延,39893858010.0,39893858010.0,1487009698.8,3.7231835966521,0.47281323877068626,93.776751583129,电子陶瓷/氮化镓外延,,2026-04-28,127.5,126.474,119.18999999999998,105.07750000000001,1.2133901168185386,24.52448952988162,True,4.081632653061229,22.126436781609193,61.24952573668902,,,,,,,-4.1929666366095635,False,0.46018893387314413,3.1372549019607843,True,-2.0593869731800774,57.23833696328927,0.55,7,0,,,,1,1,22.126436781609193,21.0,,12.0,7.0,5.0,2.0,0.0,47.0,127.5,9.858823529411765,-3.121568627450988,2026-05-08,30.266666666666666,-3.121568627450988,2026-05-14,19.270588235294106,-3.121568627450988,2026-05-28
2026-04-28,2026-04-28,2026-04-28,688313.SH,仕佳光子,watchlist,False,,True,CPO,38741701646.06,38741701646.06,6312871928.0,15.940064614761285,-7.655238882004689,162.88232599427,光芯片/PLC器件/CPO,,2026-04-28,134.14,141.636,132.51500000000001,116.35949999999998,1.15280660367224,27.257863423596795,False,-1.6208287495416251,11.14425387356035,49.34313070585614,,,,,,,-11.808021038790272,False,0.1314791403286969,3.637990159534811,False,-8.110700095903557,87.80358311967268,0.65,5,3,,,,8,5,8.484879421648532,14.0,,8.0,7.0,18.0,0.0,0.0,47.0,134.14,31.42984941106308,-2.221559564633957,2026-05-08,35.85060384672731,-2.221559564633957,2026-05-14,21.87267034441629,-2.221559564633957,2026-05-28
2026-04-28,2026-04-28,2026-04-28,301511.SZ,德福科技,strong|watchlist,False,,False,锂电,45339061460.00001,25177925983.11,2721048100.0,11.099444711509184,6.2638499039740125,176.63736801889,电子铜箔/锂电材料,,2026-04-28,71.93,64.62,58.202999999999996,49.85949999999999,1.4426538573391234,25.841094369147633,True,11.313928630159499,47.633587786259525,68.21570576540753,,,,,,,4.08045145420346,True,0.30957683741648057,4.57970158073572,True,-6.239302940718838,81.3272408045036,0.6,6,0,,,,1,1,47.633587786259525,25.0,,12.0,2.0,5.0,2.0,0.0,46.0,71.93,31.516752398164872,0.09731683581257755,2026-05-08,30.51577922980673,0.09731683581257755,2026-05-14,66.1615459474489,0.09731683581257755,2026-05-28
2026-04-28,2026-04-28,2026-04-28,688025.SH,杰普特,watchlist,False,,True,激光,19432960939.329998,19432960939.329998,1034115472.0,5.410556600626043,0.8237179487179391,107.24861779543,激光器/激光装备,,2026-04-28,314.57,311.166,299.14099999999996,275.45349999999996,1.142007634682442,18.424961575253374,True,-0.9259550880287182,18.638506505751472,34.087809036658136,,,,,,,-7.411331861662984,False,0.8842645381984021,0.6453253647836823,True,-12.101796407185638,92.6918690768295,0.55,7,1,,,,1,1,18.638506505751472,21.0,,7.3,7.0,5.0,5.0,0.0,45.3,314.57,19.21670852274533,2.997742950694593,2026-05-08,18.89245636901167,2.997742950694593,2026-05-14,37.0664716915154,2.997742950694593,2026-05-28
2026-04-28,2026-04-28,2026-04-28,301312.SZ,智立方,watchlist,False,,True,CPO,4311642278.8,4311642278.8,665156117.82,15.527632915927608,-0.3821434775056476,163.41265159332,光模块设备/CPO检测,,2026-04-28,114.7,117.13399999999999,118.446,115.38049999999998,0.9941021229757196,17.254222475152936,False,-3.3128213773918835,-6.5199674001629955,24.107336074442753,,,,,,,-12.709284627092842,False,0.5736782902137242,3.304272013949426,True,-9.31012456084318,95.47693601099641,0.5,6,1,,,,8,5,8.484879421648532,9.0,,7.3,7.0,18.0,4.0,0.0,45.3,114.7,10.950305143853534,-28.52136006974716,2026-05-08,5.693112467306016,-28.52136006974716,2026-05-14,17.855274629468187,-28.52136006974716,2026-05-28
2026-04-28,2026-04-28,2026-04-28,002821.SZ,凯莱英,watchlist,False,,True,创新药CXO/CDMO,25683501757.350002,25683501757.350002,1255814179.1,4.972966219742552,9.998301053346935,42.088089627692,创新药CXO/CDMO,,2026-04-28,129.49,117.86800000000001,116.40599999999999,118.42399999999998,1.0934438965074649,8.893128893588642,False,16.311865624719314,6.725459490645358,28.589870903674285,,,,,,,-0.2388289676425237,False,1.0,0.0,True,-12.096328464271622,61.090566726391025,0.5,5,0,,,,1,1,6.725459490645358,18.0,,10.0,7.0,5.0,5.0,0.0,45.0,129.49,-4.564059000695043,-4.564059000695043,2026-05-08,-5.637500965325515,-5.637500965325515,2026-05-14,-9.166731021700524,-9.166731021700524,2026-05-28
2026-04-28,2026-04-28,2026-04-28,301486.SZ,致尚科技,watchlist,False,,True,光通信,11320410597.300001,11320410597.300001,1842514464.74,15.952091653554568,-3.4413822647436754,277.45902907362,精密连接器/光通信,,2026-04-28,202.86,205.712,191.902,176.7685,1.1476026554504906,13.345836940142997,False,-2.965655792595423,13.532572196104775,32.07031250000001,,,,,,,-10.238938053097336,False,0.15477888730385267,0.8429458740017786,False,-7.941562090279087,92.98957874832423,0.6,7,1,,,,5,4,10.982134227541582,14.0,,11.3,7.0,15.0,0.0,-5.0,42.3,202.86,13.028689736764253,7.118209602681658,2026-05-08,16.97722567287785,7.118209602681658,2026-05-14,41.74800354924577,7.118209602681658,2026-05-28
2026-04-28,2026-04-28,2026-04-28,300570.SZ,太辰光,watchlist,False,,True,光模块,22026855764.16,22026855764.16,3083897637.6,13.746771264588942,-4.805766920304356,113.51055652296,高速光模块/光器件,,2026-04-28,142.62,141.41400000000002,139.339,130.1465,1.0958419934458477,9.566143445848962,True,-0.33542976939202607,4.5447881542296065,21.679037624776054,,,,,,,-5.755633383995251,False,0.1506129597197899,2.3278642546627353,False,-7.8350515463917585,73.6942841608655,0.65,3,1,,,,2,1,0.18336149815434988,20.6132,,11.8,7.0,2.0,0.0,0.0,41.4132,142.62,13.658673397840415,-4.697798345253135,2026-05-08,23.089328284953027,-4.697798345253135,2026-05-14,19.47833403449726,-4.697798345253135,2026-05-28
2026-04-28,2026-04-28,2026-04-28,300620.SZ,光库科技,watchlist,False,,True,光通信,30046342926.6,30046342926.6,2889918160.41,9.562064620371787,-0.4171881518564846,282.47585622441,光通信器件/激光器件,,2026-04-28,238.7,247.538,245.57699999999994,230.32399999999998,1.0363661624494191,19.253590696807453,False,-7.055525270617558,3.5125758889852587,26.631299734748005,,,,,,,-15.44456252213957,False,0.3480714957666971,2.9032258064516157,True,-13.361503715576273,78.24353643755644,0.65,9,1,,,,5,4,10.982134227541582,13.0,,9.3,7.0,15.0,2.0,-5.0,41.3,238.7,8.54629241726017,-1.5291160452450714,2026-05-08,20.0795978215333,-1.5291160452450714,2026-05-14,22.74403016338502,-1.5291160452450714,2026-05-28
2026-04-28,2026-04-28,2026-04-28,603296.SH,华勤技术,watchlist,False,,True,AI硬件ODM/服务器,38846191223.0,38846191223.0,1363605493.0,3.4798759400628922,-3.885291396854751,27.53075896909,AI硬件ODM/服务器,,2026-04-28,103.9,105.696,102.578,98.18449999999999,1.0582118358804091,8.836912844672273,False,3.434544549527141,5.696846388606325,26.245443499392486,,,,,,,-5.998371482855324,False,0.2144469525959378,0.0,False,-3.885291396854751,52.850098743427075,0.65,6,0,,,,1,1,5.696846388606325,15.0,,14.0,7.0,5.0,0.0,0.0,41.0,103.9,14.148219441770916,-1.385948026949002,2026-05-08,10.394610202117427,-1.385948026949002,2026-05-14,2.02117420596728,-1.385948026949002,2026-05-28
2026-04-28,2026-04-28,2026-04-28,600105.SH,永鼎股份,watchlist,False,,True,光通信,49453124763.9,49453124763.9,9128087274.0,17.99870951531365,-7.5638911788952985,638.5152817404,光通信/铜缆连接,,2026-04-28,44.85,47.282,43.791,38.4745,1.1657071566881962,29.07224449402015,False,8.35950712732545,20.629370629370626,61.9718309859155,,,,,,,-12.058823529411766,False,0.06639004149377599,1.6722408026755853,False,-8.48806366047745,80.59339901363161,0.7,7,1,,,,5,4,10.982134227541582,14.0,,9.3,7.0,15.0,0.0,-5.0,40.3,44.85,11.348940914158302,-5.4403567447045775,2026-05-08,20.379041248606477,-5.4403567447045775,2026-05-14,8.205128205128197,-5.4403567447045775,2026-05-28
2026-04-28,2026-04-28,2026-04-28,688205.SH,德科立,strong|watchlist,False,,True,CPO,26489265766.17,26489265766.17,4685798465.0,17.598729669297402,6.949317326795446,522.4324647073,高速光模块/CPO,,2026-04-28,253.01,245.892,247.371,237.96150000000003,1.0632392214706998,15.554276806981004,False,-2.1275772697381123,0.7125228883050783,22.481483274434822,,,,,,,-11.171576027806063,False,0.46339202965709025,4.576894193905373,True,-14.328358208955228,108.46579605865092,0.55,3,3,,,,8,5,8.484879421648532,12.7469,,5.5,7.0,18.0,2.0,-5.0,40.2469,253.01,-0.6679577882297116,-7.197343978498861,2026-05-08,12.714912454053206,-7.197343978498861,2026-05-14,-1.5414410497608722,-7.197343978498861,2026-05-28
2026-04-28,2026-04-28,2026-04-28,300136.SZ,信维通信,watchlist,False,,False,天线/射频器件/消费电子,83152848749.72,67695958451.56,7040151500.0,10.519468188186789,-1.7716310435478309,115.00408635969,天线/射频器件/消费电子,,2026-04-28,85.94,84.036,78.82300000000001,71.307,1.2052112695808266,12.627048371174743,True,13.564382139148478,27.592241505031367,36.02300995024876,,,,,,,-5.560439560439567,False,0.3519553072625696,3.3946736769916552,False,-6.588669950738913,65.16752260166871,0.5,9,0,,,,1,1,27.592241505031367,21.0,,12.0,2.0,5.0,0.0,0.0,40.0,85.94,17.93111473120781,-0.5003490807540034,2026-05-08,19.28089364673029,-0.5003490807540034,2026-05-14,32.27833372120086,-0.5003490807540034,2026-05-28
2026-04-28,2026-04-28,2026-04-28,301205.SZ,联特科技,watchlist,False,,True,CPO,17149951540.800001,17149951540.800001,1667714925.99,9.608349416730382,-2.7814161337545107,291.06209297404,高速光模块/CPO,,2026-04-28,252.36,266.738,271.15099999999995,251.57800000000003,1.003108379906033,12.098669714448707,False,-11.449524544720868,-2.886169475871625,12.85215991414006,,,,,,,-16.624818289943168,False,0.16135734072022218,1.3750198129656155,False,-14.16326530612244,67.2026195267327,0.5,5,1,,,,8,5,8.484879421648532,9.142,,9.3,7.0,18.0,0.0,-5.0,38.442,252.36,12.85465208432397,-6.720557933111426,2026-05-08,15.933586939293054,-6.720557933111426,2026-05-14,16.024726581074656,-6.720557933111426,2026-05-28
2026-04-28,2026-04-28,2026-04-28,600666.SH,奥瑞德,watchlist,False,,True,算力,11813892808.04,11813892808.04,1743879999.0,14.512874554889857,-4.647160068846812,107.80618937811,算力租赁/智算服务,,2026-04-28,5.54,6.143999999999999,6.479000000000001,6.348999999999999,0.872578358796661,13.142653479461796,False,-17.80415430267063,-14.506172839506181,-11.217948717948723,,,,,,,-26.816380449141352,False,0.06382978723404299,0.9025270758122872,False,-22.62569832402235,86.0798560547553,0.45,3,2,,,,7,5,15.086165907716715,5.0,,3.1,7.0,18.0,0.0,0.0,33.1,5.54,5.595667870036092,-5.415162454873645,2026-05-08,5.234657039711199,-5.415162454873645,2026-05-14,-14.620938628158841,-16.60649819494585,2026-05-28
2026-04-28,2026-04-28,2026-04-28,688195.SH,腾景科技,watchlist,False,,True,CPO,27438775000.0,27438775000.0,2568870419.0,9.259476233906215,-4.313263653761224,583.74051565085,光学元件/CPO,,2026-04-28,325.0,353.95200000000006,354.324,335.53200000000004,0.9686110415698055,18.143822424411038,False,-14.04390372917218,-2.484397503600566,14.23550087873462,,,,,,,-24.258314106597677,False,0.2,1.8461538461538463,False,-18.15869658281081,94.54403003175227,0.55,7,1,,,,8,5,8.484879421648532,7.3726,,5.3,7.0,18.0,0.0,-5.0,32.6726,325.0,14.615384615384608,-0.3815384615384665,2026-05-08,12.923076923076927,-0.3815384615384665,2026-05-14,5.052307692307689,-1.2399999999999967,2026-05-28
2026-04-28,2026-04-28,2026-04-28,001309.SZ,德明利,watchlist,False,,True,存储,72007474104.22,72007474104.22,6602728748.75,9.116931954297318,1.6880057359418332,163.59024691056,存储主控/存储模组,,2026-04-28,496.39,498.822,505.5400000000001,456.3535,1.0877313310843457,18.79503425727316,False,-3.538670812281386,-0.8469328645906216,24.00449662752935,,,,,,,-8.907566109408538,False,0.42767031118586923,2.6330103346159257,False,-7.387529597474362,63.302158471746395,0.45,4,1,,,,2,1,1.8601874138585328,14.0,,9.3,7.0,2.0,0.0,0.0,32.3,496.39,20.411370092064708,5.346602469832185,2026-05-08,45.37964100807832,5.346602469832185,2026-05-14,32.42611656157457,5.346602469832185,2026-05-28
2026-04-28,2026-04-28,2026-04-28,002222.SZ,福晶科技,watchlist,False,,True,光器件,32592774718.399998,32592774718.399998,2409021498.9,7.328506359575317,-2.6276874075759293,149.77201704302,光学晶体/激光器件,,2026-04-28,85.6,90.66000000000001,89.836,83.8455,1.0209253925374646,18.60845086361771,False,-8.468776732249783,0.093545369504211,18.988045593550183,,,,,,,-14.910536779324058,False,0.16713091922005396,1.8574766355140229,False,-12.955053894651215,61.81995358334606,0.6,5,1,,,,1,1,0.093545369504211,10.1647,,11.3,7.0,2.0,0.0,0.0,30.4647,85.6,26.448598130841127,1.4252336448598024,2026-05-08,32.89719626168226,1.4252336448598024,2026-05-14,25.981308411214975,1.4252336448598024,2026-05-28
2026-04-28,2026-04-28,2026-04-28,688307.SH,中润光学,watchlist,False,,True,光学,5314883644.400001,5314883644.400001,380946586.0,7.043903600682936,-1.8498367791077275,127.00859603784,机器视觉/精密光学,,2026-04-28,90.2,93.942,89.62300000000002,86.3165,1.0449913979366634,15.581041905182747,False,-2.190414226848836,7.534573199809258,21.09007920526247,,,,,,,-10.604558969276512,False,0.14778325123152794,1.5410199556541027,False,-11.5271579405682,86.35596828557978,0.45,5,1,,,,1,1,7.534573199809258,12.515,,5.3,7.0,5.0,0.0,0.0,29.815,90.2,18.957871396895776,-1.4634146341463539,2026-05-08,45.43237250554324,-1.4634146341463539,2026-05-14,-13.381374722838146,-13.381374722838146,2026-05-28
2026-04-28,2026-04-28,2026-04-28,688048.SH,长光华芯,watchlist,False,,True,光芯片,42237366128.369995,42237366128.369995,5954494226.0,13.924246162522175,-5.301298701298707,1904.688887255,高功率激光芯片,,2026-04-28,364.59,375.046,341.36800000000005,289.09399999999994,1.2611468933979952,32.30755852934646,False,17.32204916977731,26.155709342560552,63.37605305610323,,,,,,,-11.07560975609757,False,0.16081015129331314,1.3851175292794677,False,-5.740678637846397,111.39935021939974,0.55,8,2,,,,1,1,26.155709342560552,14.0,,7.6,7.0,5.0,0.0,-5.0,28.6,364.59,20.37631311884582,-3.672618557832086,2026-05-08,22.90518116240161,-3.672618557832086,2026-05-14,8.499958857895162,-3.672618557832086,2026-05-28
2026-04-28,2026-04-28,2026-04-28,600410.SH,华胜天成,watchlist,False,,True,算力,25657975582.199997,25657975582.199997,2856491011.0,11.027050734909947,-10.000000000000009,-120.60520055302,算力平台/系统集成,,2026-04-28,23.4,26.568,27.353999999999996,26.852999999999998,0.8714110155289911,3.3364119141075843,False,-16.129032258064512,-14.3484626647145,-8.558030480656509,,,,,,,-21.92192192192193,False,0.0,4.743589743589741,False,-19.282511210762333,70.28718108515058,0.5,7,2,,,,7,5,15.086165907716715,4.0,,4.6,7.0,18.0,0.0,-5.0,28.6,23.4,-1.32478632478632,-6.324786324786313,2026-05-08,-1.6239316239316182,-6.324786324786313,2026-05-14,-15.170940170940161,-16.965811965811962,2026-05-28
2026-04-28,2026-04-28,2026-04-28,688726.SH,拉普拉斯,watchlist,False,,True,光通信,12478514654.76,12478514654.76,847907806.0,6.617877826548764,-3.5526092129865683,36.923246348008,光通信设备/激光装备,,2026-04-28,56.74,59.129999999999995,62.31200000000001,61.61099999999999,0.9209394426319977,0.06740350335798784,False,-11.163300454047276,-6.307793923381766,-0.5956552207428079,,,,,,,-16.99824458747805,False,0.10000000000000074,3.842086711314768,False,-14.522446520036148,72.81266386392994,0.45,8,2,,,,5,4,10.982134227541582,2.0,,4.6,7.0,15.0,0.0,0.0,28.6,56.74,21.413464927740566,5.868875572788146,2026-05-08,27.9520620373634,5.868875572788146,2026-05-14,10.204441311244272,5.868875572788146,2026-05-28
2026-04-28,2026-04-28,2026-04-28,600330.SH,天通股份,watchlist,False,,True,磁性材料/蓝宝石/衬底,26429414582.06,26429414582.06,6749505650.0,25.566932002749343,-3.6469730123997124,-127.80231290822,磁性材料/蓝宝石/衬底,,2026-04-28,26.42,26.24,23.990000000000002,20.924000000000003,1.2626648824316573,21.916970138383117,True,12.329931972789133,28.19019893255703,59.348612786489774,,,,,,,-7.2331460674157295,False,0.4008097165991913,3.368660105980306,False,-4.172731683648712,80.80889295254838,0.45,6,0,,,,1,1,28.19019893255703,21.0,,8.0,7.0,5.0,0.0,-13.0,28.0,26.42,10.370931112793325,-2.876608629825894,2026-05-08,24.148372445117317,-2.876608629825894,2026-05-14,29.939439818319435,-2.876608629825894,2026-05-28
2026-04-28,2026-04-28,2026-04-28,000988.SZ,华工科技,watchlist,False,,True,光模块,94083341129.37001,94083341129.37001,7635978964.34,8.053884375131501,-2.693829446923146,68.394334402447,光模块/激光装备/传感器,,2026-04-28,115.59,117.66000000000001,116.08599999999998,113.2115,1.021009349756871,1.6160881780075353,False,-0.5933952528379804,-4.178065157920907,8.078541374474057,,,,,,,-7.675718849840251,False,0.2484599589322396,0.6488450558006749,False,-10.274848194311282,60.4726142240691,0.55,6,1,,,,2,1,0.18336149815434988,9.3464,,9.3,7.0,2.0,0.0,0.0,27.6464,115.59,18.254174236525643,2.984687256683105,2026-05-08,18.868414222683615,2.984687256683105,2026-05-14,43.290942123021004,2.984687256683105,2026-05-28
2026-04-28,2026-04-28,2026-04-28,603929.SH,亚翔集成,watchlist,False,,True,半导体,16449391399.999998,16449391399.999998,909170715.0,5.492216386802006,-0.5391527599486579,46.323066998723,洁净工程/半导体厂务,,2026-04-28,193.7,190.25,188.243,188.437,1.0279297590176026,1.1066428078948531,False,3.3673088211750857,1.7599159443131063,3.3562776799530347,,,,,,,-10.178530025504296,False,0.36772216547497416,3.195663397005678,True,-12.61465721040189,64.50096791748034,0.5,3,1,,,,2,1,-9.654140330321713,6.5594,,9.8,7.0,0.0,2.0,0.0,25.3594,193.7,3.7532266391326896,-2.7878162106349857,2026-05-08,-2.8394424367578774,-2.8394424367578774,2026-05-14,-17.34124935467216,-17.34124935467216,2026-05-28
