date,side,code,name,price,shares,gross,cost,cash_after,reason,entry_date,entry_price,realized_return_pct,signal_date
2026-06-01,SELL,688025.SH,杰普特,396.37,162.237566,64306.1039,96.4592,531865.1135,below_ma20,2026-05-26,440.62,-10.0427,2026-05-29
2026-06-01,BUY,600487.SH,亨通光电,75.24,1395.993433,105034.5459,157.5518,426673.0158,top_score,,,,2026-05-29
2026-06-01,BUY,301511.SZ,德福科技,124.0,847.052789,105034.5459,157.5518,321480.9181,top_score,,,,2026-05-29
2026-06-01,BUY,300620.SZ,光库科技,275.99,380.573738,105034.5459,157.5518,216288.8204,top_score,,,,2026-05-29
2026-06-02,SELL,688008.SH,澜起科技,236.04,583.919442,137828.3452,206.7425,353910.423,below_ma20,2026-04-29,171.0,38.0351,2026-06-01
2026-06-02,SELL,000988.SZ,华工科技,144.8,739.245848,107042.7988,160.5642,460792.6576,below_ma20,2026-05-22,155.55,-6.911,2026-06-01
2026-06-02,SELL,688498.SH,源杰科技,1089.36,102.244921,111381.5269,167.0723,572007.1122,below_ma20,2026-05-28,1110.0,-1.8595,2026-06-01
2026-06-02,BUY,603296.SH,华勤技术,121.68,898.074735,109277.7338,163.9166,462565.4618,top_score,,,,2026-06-01
2026-06-08,SELL,002409.SZ,雅克科技,107.66,917.420666,98769.5089,148.1543,561186.8164,rank_decay,2026-05-26,125.54,-14.2425,2026-06-05
2026-06-08,SELL,603296.SH,华勤技术,100.96,898.074735,90669.6253,136.0044,651720.4373,below_ma20,2026-06-02,121.68,-17.0283,2026-06-05
2026-06-08,BUY,600378.SH,昊华科技,45.5,2363.108044,107521.416,161.2821,544037.7392,top_score,,,,2026-06-05
2026-06-08,BUY,600522.SH,中天科技,44.0,2443.668545,107521.416,161.2821,436355.041,top_score,,,,2026-06-05
2026-06-08,BUY,002138.SZ,顺络电子,54.0,1991.137333,107521.416,161.2821,328672.3429,top_score,,,,2026-06-05
2026-06-09,SELL,002281.SZ,光迅科技,212.68,355.230985,75550.5258,113.3258,404109.543,below_ma20,2026-05-20,229.01,-7.1307,2026-06-08
2026-06-09,SELL,600378.SH,昊华科技,50.6,2363.108044,119573.267,179.3599,523503.4501,risk_flag,2026-06-08,45.5,11.2088,2026-06-08
2026-06-09,BUY,688519.SH,南亚新材,264.0,438.1685,115676.484,173.5147,407653.4513,top_score,,,,2026-06-08
2026-06-10,BUY,600105.SH,永鼎股份,55.7,2072.133823,115417.854,173.1268,292062.4706,top_score,,,,2026-06-09
2026-06-10,BUY,301205.SZ,联特科技,350.06,329.708776,115417.854,173.1268,176471.4898,top_score,,,,2026-06-09
2026-06-10,BUY,603773.SH,沃格光电,145.08,795.546278,115417.854,173.1268,60880.5091,top_score,,,,2026-06-09
2026-06-11,SELL,603773.SH,沃格光电,150.01,795.546278,119339.8971,179.0098,180041.3964,risk_flag,2026-06-10,145.08,3.3981,2026-06-10
2026-06-11,BUY,300666.SZ,江丰电子,255.13,445.490592,113658.0148,170.487,66212.8946,top_score,,,,2026-06-10
2026-06-11,BUY,600869.SH,远东股份,31.18,2120.388838,66113.724,99.1706,0.0,top_score,,,,2026-06-10
2026-06-15,SELL,300620.SZ,光库科技,292.5,380.573738,111317.8183,166.9767,111150.8416,below_ma20,2026-06-01,275.99,5.9821,2026-06-12
2026-06-15,BUY,688772.SH,珠海冠宇,18.85,5887.764722,110984.365,166.4765,0.0,top_score,,,,2026-06-12
2026-06-18,SELL,600105.SH,永鼎股份,61.83,2072.133823,128120.0343,192.1801,127927.8543,risk_flag,2026-06-10,55.7,11.0054,2026-06-17
2026-06-18,BUY,688498.SH,源杰科技,1600.0,78.288427,125261.4831,187.8922,2478.479,top_score,,,,2026-06-17
